retriever,display_name,question_zh,question_en,recall,precision,f1,num_recalls
faiss_bm25_ts,bm25_ts,路特斯科技的主要竞争优势是什么？,What are the main competitive advantages of Lotus Technology?,1.0,0.13333333333333333,0.23529411764705882,60
faiss_bm25_ts,bm25_ts,路特斯科技的远期目标？,What are the long-term goals of Lotus Technology?,1.0,0.14545454545454545,0.25396825396825395,55
faiss_bm25_ts,bm25_ts,路特斯科技2024年前9个月的业绩表现如何？,What is the performance of Lotus Technology for the first 9 months of 2024?,1.0,0.07042253521126761,0.13157894736842107,71
faiss_bm25_ts,bm25_ts,路特斯科技截止3季度的全球交付数量是多少？增长如何？,What is the global delivery volume of Lotus Technology as of the third quarter? How has the delivery volume grown?,0.7777777777777778,0.12727272727272726,0.21874999999999994,55
faiss_bm25_ts,bm25_ts,路特斯科技前三季度生活用车和跑车的交付量分别是多少？,What were the delivery volumes of Lotus Technology's lifestyle vehicles and sports cars in the first three quarters?,0.6,0.057692307692307696,0.10526315789473685,52
faiss_bm25_ts,bm25_ts,路特斯科技第三季度的交付量是多少？,What is the delivery volume of Lotus Technology in the third quarter?,1.0,0.08771929824561403,0.16129032258064516,57
faiss_bm25_ts,bm25_ts,路特斯科技的毛利率是多少？经营性利润/亏损是多少？,What is the gross margin of Lotus Technology?,0.9473684210526315,0.09,0.1643835616438356,200
faiss_bm25_ts,bm25_ts,路特斯科技的全年销售指引是多少？目前看是否能完成？,What is the full-year sales guidance for Lotus Technology? Is it currently on track to meet this guidance?,0.4,0.075,0.1263157894736842,80
faiss_bm25_ts,bm25_ts,路特斯科技的最新员工数量？研发人员数量？,What is the latest employee count for Lotus Technology?,0.75,0.06206896551724138,0.11464968152866241,145
faiss_bm25_ts,bm25_ts,路特斯科技的欧洲市场、中国市场、北美市场分别的销售贡献如何？,"What are the sales contributions of Lotus Technology in the European market, Chinese market, and US market?",1.0,0.16071428571428573,0.27692307692307694,56
faiss_bm25_ts,bm25_ts,路特斯科技的欧洲、中国、美国分别的门店数量占比如何？,"What is the distribution of Lotus Technology's store numbers in Europe, China, and the United States?",1.0,0.09433962264150944,0.1724137931034483,53
faiss_bm25_ts,bm25_ts,路特斯生活用车和跑车的销售占比分别怎样？,What is the sales ratio of Lotus Technology's lifestyle vehicles and sports cars?,0.75,0.1016949152542373,0.17910447761194032,59
faiss_bm25_ts,bm25_ts,路特斯科技在2024年有哪些关键性成就？,What are the key achievements of Lotus Technology in 2024?,1.0,0.16176470588235295,0.27848101265822783,68
faiss_bm25_ts,bm25_ts,路特斯科技的平均MSRP在什么水平？,What is the average MSRP for Lotus Technology?,1.0,0.171875,0.29333333333333333,64
faiss_bm25_ts,bm25_ts,路特斯科技在2024年进入了哪些新市场？,What new markets did Lotus Technology enter in 2024?,1.0,0.08450704225352113,0.15584415584415587,71
faiss_bm25_ts,bm25_ts,路特斯科技有哪些ESG成就？,What are the ESG achievements of Lotus Technology?,1.0,0.16666666666666666,0.2857142857142857,66
faiss_bm25_ts,bm25_ts,路特斯的智能驾驶有哪些成就？,What are the achievements of Lotus Technology in smart driving?,0.9166666666666666,0.16666666666666666,0.28205128205128205,66
faiss_bm25_ts,bm25_ts,智能驾驶业务（也就是路特斯机器人）的销售额？,What are the sales figures for the intelligent driving business (Lotus Robotics)?,1.0,0.09433962264150944,0.1724137931034483,53
faiss_bm25_ts,bm25_ts,介绍一下路特斯智能驾驶的NOA服务？,Can you provide an introduction to Lotus Technology's NOA (Navigate on Autopilot) service?,1.0,0.08333333333333333,0.15384615384615385,60
faiss_bm25_ts,bm25_ts,介绍一下路特斯的Vision80计划和Win26计划,Can you introduce Lotus Technology's Vision80 plan and Win26 plan?,1.0,0.0847457627118644,0.15625,59
faiss_bm25_ts,bm25_ts,路特斯科技2024年1-10月的销量是多少？,What are the sales figures for Lotus Technology from January to October 2024?,1.0,0.0641025641025641,0.12048192771084336,78
faiss_bm25_ts,bm25_ts,前10个月欧洲市场和中国市场的销量贡献分别是多少？,What are the sales contributions of the European and Chinese markets for the first 10 months?,1.0,0.09433962264150944,0.1724137931034483,53
faiss_bm25_ts,bm25_ts,哪些市场已经在销售Eletre？,Which markets are already selling the Eletre?,1.0,0.07575757575757576,0.14084507042253522,66
faiss_bm25_ts,bm25_ts,路特斯的实控人是谁？,Who is the actual controller of Lotus Technology?,1.0,0.08064516129032258,0.1492537313432836,62
faiss_bm25_ts,bm25_ts,路特斯是上市公司吗？,Is Lotus Technology a publicly listed company?,1.0,0.07936507936507936,0.14705882352941177,63
faiss_bm25_ts,bm25_ts,On which exchange is Lotus Technology Inc's stock traded and what is the stock ticker?,On which exchange is Lotus Technology Inc's stock traded?,0.9,0.14285714285714285,0.24657534246575338,63
faiss_bm25_ts,bm25_ts,Tell me more about Lotus management team,Tell me more about the management team of Lotus Technology,0.4,0.03389830508474576,0.0625,59
faiss_bm25_ts,bm25_ts,Who are the core management team of Lotus?,Who are the core management team members of Lotus Technology?,1.0,0.09259259259259259,0.1694915254237288,54
faiss_bm25_ts,bm25_ts,路特斯科技全球门店数量是多少？生活用车已经进入多少国家、地区？,What is the number of global stores for Lotus Technology?,0.8235294117647058,0.1308411214953271,0.2258064516129032,107
faiss_bm25_ts,bm25_ts,路特斯的主要股东有哪些？,What are the major shareholders of Lotus Technology?,0.8,0.06666666666666667,0.12307692307692308,60
faiss_bm25_ts,bm25_ts,路特斯科技在售产品有哪些？价格是多少？,What are the products currently offered by Lotus Technology?,1.0,0.030534351145038167,0.059259259259259255,131
faiss_bm25_ts,bm25_ts,截止2季度的全球销量是多少？,What is the global sales volume as of the second quarter for Lotus Technology?,1.0,0.10714285714285714,0.19354838709677416,56
faiss_bm25_ts,bm25_ts,预计2024年销量是多少？,What is the expected sales volume for 2024 for Lotus Technology?,1.0,0.06329113924050633,0.11904761904761907,79
faiss_bm25_ts,bm25_ts,路特斯的主要竞争优势是什么？,What are the main competitive advantages of Lotus Technology?,1.0,0.15,0.2608695652173913,60
faiss_bm25_ts,bm25_ts,路特斯的长期战略目标是什么？,What is the long-term strategic goal of Lotus Technology?,0.875,0.12727272727272726,0.22222222222222224,55
faiss_bm25_ts,bm25_ts,路特斯科技和LVMH的关系是什么？,What is the relationship between Lotus Technology and LVMH?,1.0,0.10294117647058823,0.18666666666666665,68
faiss_bm25_ts,bm25_ts,路特斯科技和路特斯汽车的关系是什么？,What is the relationship between Lotus Technology and Lotus Cars?,1.0,0.11594202898550725,0.20779220779220778,69
faiss_bm25_ts,bm25_ts,2024年9月27日LTIL和Geely UK Limited之间签署的股权转让协议，请简述协议内容,"Please summarize the content of the share transfer agreement signed between LTIL and Geely UK Limited on September 27, 2024",0.8,0.0851063829787234,0.15384615384615383,47
faiss_bm25_ts,bm25_ts,2024年9月27日签署的股权转让协议完成之后，LTIC的股权结构是怎样的？,"What will be the equity structure of LTIC after the share transfer agreement signed on September 27, 2024, is completed?",0.6,0.041666666666666664,0.07792207792207792,72
faiss_bm25_ts,bm25_ts,LTIC向Geely UK Limited转让LTIC股权的转让对价是多少？,What is the consideration for the transfer of LTIC shares to Geely UK Limited?,1.0,0.09615384615384616,0.17543859649122806,52
faiss_bm25_ts,bm25_ts,Lotus Technology公告的最近一次融资是什么交易？具体的交易情况是什么样？,What was the most recent financing transaction announced by Lotus Technology? What are the specific details of this transaction?,0.5,0.05,0.09090909090909091,100
faiss_bm25_ts,bm25_ts,介绍一下Kershaw Health Limited,Can you provide an introduction to Kershaw Health Limited?,1.0,0.06172839506172839,0.11627906976744184,81
faiss_bm25_ts,bm25_ts,公司对全球豪华电动车市场持什么观点？对行业竞争怎么看？,What is the company's view on the global luxury electric vehicle market? What is the company's perspective on industry competition?,1.0,0.22058823529411764,0.36144578313253006,68
faiss_bm25_ts,bm25_ts,三款Eletre有什么区别,What are the differences between the three versions of the Eletre?,1.0,0.109375,0.19718309859154928,64
faiss_bm25_ts,bm25_ts,路特斯是否仍在销售燃油车,Is Lotus still selling gasoline cars?,0.5714285714285714,0.0547945205479452,0.1,73
faiss_bm25_ts,bm25_ts,简述Lotus Technology的公司架构,Please provide a brief overview of Lotus Technology's company structure.,1.0,0.15,0.2608695652173913,60
faiss_bm25_ts,bm25_ts,Lotus Technology是VIE架构吗？,Is Lotus Technology structured as a VIE (Variable Interest Entity)?,0.9333333333333333,0.2978723404255319,0.4516129032258065,47
faiss_bm25_ts,bm25_ts,路特斯科技在2024年1季度、2季度、3季度的跑车和生活用车交付量分别是多少？,"What are the delivery volumes of sports cars and lifestyle vehicles for Lotus Tech in Q1, Q2, and Q3 of 2024?",0.9230769230769231,0.21052631578947367,0.34285714285714286,57
faiss_bm25_ts,bm25_ts,路特斯科技在2024年1季度、2季度、3季度中国、北美、欧洲、其他市场的交付量分别是多少？,"What are the delivery volumes of Lotus Tech in China, the United States, Europe, and other markets for Q1, Q2, and Q3 of 2024?",1.0,0.29411764705882354,0.45454545454545453,51
faiss_bm25_ts,bm25_ts,路特斯科技是否拥有路特斯品牌？,Does Lotus Tech own the Lotus brand?,0.8888888888888888,0.12121212121212122,0.21333333333333335,66
faiss_bm25_ts,bm25_ts,路特斯科技的盈利水平和现金流情况怎么样？,What is the profit level and cash flow situation of Lotus Tech?,0.9333333333333333,0.14285714285714285,0.24778761061946902,98
faiss_bm25_ts,bm25_ts,公司如何对待用户的个人数据？,How does the company handle users personal data?,1.0,0.24,0.3870967741935484,50
faiss_bm25_ts,bm25_ts,Kershaw Health Limited与Lotus Technology达成了什么协议？,What agreement has Kershaw Health Limited reached with Lotus Technology?,1.0,0.0684931506849315,0.1282051282051282,73
faiss_bm25_ts,bm25_ts,Kershaw Health Limited认购Lotus Technology的债券金额是多少？,What is the amount of bonds subscribed by Kershaw Health Limited for Lotus Technology?,1.0,0.07228915662650602,0.1348314606741573,83
faiss_bm25_ts,bm25_ts,Kershaw Health Limited与Lotus Technology的交易进展如何？,What is the current status of the transaction between Kershaw Health Limited and Lotus Technology?,1.0,0.09433962264150944,0.1724137931034483,53
faiss_bm25_ts,bm25_ts,Lotus Technology在9月和10月的交付量分别是多少？,What were the delivery numbers for Lotus Technology in September and October?,0.9,0.16363636363636364,0.27692307692307694,55
faiss_bm25_ts,bm25_ts,介绍一下吉利控股？吉利控股给路特斯科技带来什么助力？,What is Geely Holding? How does Geely Holding support Lotus Technology?,0.84375,0.574468085106383,0.6835443037974684,47
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的总部位于哪里？,Where is the headquarters of Lotus Technology located?,1.0,0.17073170731707318,0.2916666666666667,41
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技股票在哪个交易所交易？股票代码是多少？,Where is Lotus Technology's stock traded? What is the stock code for Lotus Technology?,0.7,0.30434782608695654,0.42424242424242425,46
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的一股美国存托股份【ADS】代表多少股普通股？,How many ordinary shares does one American Depositary Share (ADS) of Lotus Technology represent?,1.0,0.057692307692307696,0.1090909090909091,104
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的主营业务是什么？,What is the main business of Lotus Technology?,1.0,0.1643835616438356,0.2823529411764706,73
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技与路特斯汽车的关系是什么？,What is the relationship between Lotus Technology and Lotus Cars?,1.0,0.09722222222222222,0.17721518987341772,72
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技与吉利汽车的关系是什么？,What is the relationship between Lotus Technology and Geely Auto?,0.875,0.14,0.24137931034482757,50
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的股东结构构成？,What is the shareholder structure of Lotus Technology?,1.0,0.1111111111111111,0.19999999999999998,63
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技全球的门店数量是多少？生活用车已经进入多少国家、地区？,What is the total number of Lotus Technology stores globally?,1.0,0.104,0.18840579710144925,125
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技是否受到欧洲、美国对中国的关税影响？具体适用税率是多少？,Is Lotus Technology affected by tariffs imposed by Europe and the United States on China? What are the specific applicable tax rates?,0.7857142857142857,0.1864406779661017,0.3013698630136986,59
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技在售产品有哪些？价格是多少？,What are the products currently offered by Lotus Technology? What are the prices of these products?,0.6666666666666666,0.11764705882352941,0.2,51
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技截止上半年的全球交付数量是多少？,What is the global delivery volume of Lotus Technology as of the first half of the year?,0.7777777777777778,0.13725490196078433,0.23333333333333334,51
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的商品销售毛利率是多少？,What is the gross margin of Lotus Technology?,1.0,0.04854368932038835,0.09259259259259259,103
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技最新的销售指引？,What is the latest sales guidance for Lotus Technology?,1.0,0.07462686567164178,0.13888888888888887,67
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技是否盈利？,Is Lotus Technology profitable?,1.0,0.07563025210084033,0.140625,119
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的用户画像？,What is the user profile for Lotus Technology?,1.0,0.07894736842105263,0.14634146341463414,76
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技产品的交付周期是多少？,What is the delivery cycle for Lotus Technology products?,1.0,0.09090909090909091,0.16666666666666669,55
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的员工数量？,What is the number of employees at Lotus Technology?,1.0,0.1111111111111111,0.19999999999999998,45
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的研发投入？研发人员数量？,What is the R&D investment of Lotus Technology?,0.6666666666666666,0.023529411764705882,0.045454545454545456,170
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的主要竞争优势是什么？,What are the main competitive advantages of Lotus Technology?,1.0,0.12903225806451613,0.2285714285714286,62
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的远期目标？,What are the long-term goals of Lotus Technology?,1.0,0.18181818181818182,0.3076923076923077,44
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技2024年前9个月的业绩表现如何？,What is the performance of Lotus Technology for the first 9 months of 2024?,1.0,0.050505050505050504,0.09615384615384615,99
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技截止3季度的全球交付数量是多少？增长如何？,What is the global delivery volume of Lotus Technology as of the third quarter? How has the delivery volume grown?,1.0,0.15789473684210525,0.2727272727272727,57
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技前三季度生活用车和跑车的交付量分别是多少？,What were the delivery volumes of Lotus Technology's lifestyle vehicles and sports cars in the first three quarters?,0.6,0.06382978723404255,0.11538461538461536,47
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技第三季度的交付量是多少？,What is the delivery volume of Lotus Technology in the third quarter?,1.0,0.09259259259259259,0.1694915254237288,54
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的毛利率是多少？经营性利润/亏损是多少？,What is the gross margin of Lotus Technology?,0.9473684210526315,0.07531380753138076,0.13953488372093023,239
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的全年销售指引是多少？目前看是否能完成？,What is the full-year sales guidance for Lotus Technology? Is it currently on track to meet this guidance?,0.5333333333333333,0.0898876404494382,0.15384615384615383,89
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的最新员工数量？研发人员数量？,What is the latest employee count for Lotus Technology?,0.9166666666666666,0.07801418439716312,0.1437908496732026,141
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的欧洲市场、中国市场、北美市场分别的销售贡献如何？,"What are the sales contributions of Lotus Technology in the European market, Chinese market, and US market?",1.0,0.12162162162162163,0.21686746987951808,74
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的欧洲、中国、美国分别的门店数量占比如何？,"What is the distribution of Lotus Technology's store numbers in Europe, China, and the United States?",1.0,0.11363636363636363,0.20408163265306123,44
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯生活用车和跑车的销售占比分别怎样？,What is the sales ratio of Lotus Technology's lifestyle vehicles and sports cars?,0.875,0.12962962962962962,0.22580645161290322,54
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技在2024年有哪些关键性成就？,What are the key achievements of Lotus Technology in 2024?,1.0,0.14285714285714285,0.25,77
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的平均MSRP在什么水平？,What is the average MSRP for Lotus Technology?,1.0,0.21568627450980393,0.3548387096774193,51
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技在2024年进入了哪些新市场？,What new markets did Lotus Technology enter in 2024?,1.0,0.07894736842105263,0.14634146341463414,76
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技有哪些ESG成就？,What are the ESG achievements of Lotus Technology?,1.0,0.16176470588235295,0.27848101265822783,68
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯的智能驾驶有哪些成就？,What are the achievements of Lotus Technology in smart driving?,1.0,0.19047619047619047,0.32,63
faiss_bm25_ts_hyde,bm25_ts_hyde,智能驾驶业务（也就是路特斯机器人）的销售额？,What are the sales figures for the intelligent driving business (Lotus Robotics)?,1.0,0.06329113924050633,0.11904761904761907,79
faiss_bm25_ts_hyde,bm25_ts_hyde,介绍一下路特斯智能驾驶的NOA服务？,Can you provide an introduction to Lotus Technology's NOA (Navigate on Autopilot) service?,1.0,0.11904761904761904,0.21276595744680848,42
faiss_bm25_ts_hyde,bm25_ts_hyde,介绍一下路特斯的Vision80计划和Win26计划,Can you introduce Lotus Technology's Vision80 plan and Win26 plan?,1.0,0.13157894736842105,0.23255813953488372,38
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技2024年1-10月的销量是多少？,What are the sales figures for Lotus Technology from January to October 2024?,1.0,0.06578947368421052,0.12345679012345677,76
faiss_bm25_ts_hyde,bm25_ts_hyde,前10个月欧洲市场和中国市场的销量贡献分别是多少？,What are the sales contributions of the European and Chinese markets for the first 10 months?,1.0,0.11904761904761904,0.21276595744680848,42
faiss_bm25_ts_hyde,bm25_ts_hyde,哪些市场已经在销售Eletre？,Which markets are already selling the Eletre?,1.0,0.09433962264150944,0.1724137931034483,53
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯的实控人是谁？,Who is the actual controller of Lotus Technology?,1.0,0.09090909090909091,0.16666666666666669,55
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯是上市公司吗？,Is Lotus Technology a publicly listed company?,0.8,0.0625,0.11594202898550725,64
faiss_bm25_ts_hyde,bm25_ts_hyde,On which exchange is Lotus Technology Inc's stock traded and what is the stock ticker?,On which exchange is Lotus Technology Inc's stock traded?,0.6,0.1276595744680851,0.21052631578947367,47
faiss_bm25_ts_hyde,bm25_ts_hyde,Tell me more about Lotus management team,Tell me more about the management team of Lotus Technology,1.0,0.11363636363636363,0.20408163265306123,44
faiss_bm25_ts_hyde,bm25_ts_hyde,Who are the core management team of Lotus?,Who are the core management team members of Lotus Technology?,1.0,0.13513513513513514,0.2380952380952381,37
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技全球门店数量是多少？生活用车已经进入多少国家、地区？,What is the number of global stores for Lotus Technology?,0.8823529411764706,0.13636363636363635,0.23622047244094488,110
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯的主要股东有哪些？,What are the major shareholders of Lotus Technology?,1.0,0.09433962264150944,0.1724137931034483,53
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技在售产品有哪些？价格是多少？,What are the products currently offered by Lotus Technology?,1.0,0.03636363636363636,0.07017543859649122,110
faiss_bm25_ts_hyde,bm25_ts_hyde,截止2季度的全球销量是多少？,What is the global sales volume as of the second quarter for Lotus Technology?,1.0,0.08571428571428572,0.15789473684210528,70
faiss_bm25_ts_hyde,bm25_ts_hyde,预计2024年销量是多少？,What is the expected sales volume for 2024 for Lotus Technology?,1.0,0.05813953488372093,0.10989010989010987,86
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯的主要竞争优势是什么？,What are the main competitive advantages of Lotus Technology?,1.0,0.14516129032258066,0.2535211267605634,62
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯的长期战略目标是什么？,What is the long-term strategic goal of Lotus Technology?,1.0,0.1568627450980392,0.2711864406779661,51
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技和LVMH的关系是什么？,What is the relationship between Lotus Technology and LVMH?,1.0,0.109375,0.19718309859154928,64
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技和路特斯汽车的关系是什么？,What is the relationship between Lotus Technology and Lotus Cars?,1.0,0.1111111111111111,0.19999999999999998,72
faiss_bm25_ts_hyde,bm25_ts_hyde,2024年9月27日LTIL和Geely UK Limited之间签署的股权转让协议，请简述协议内容,"Please summarize the content of the share transfer agreement signed between LTIL and Geely UK Limited on September 27, 2024",0.8,0.125,0.21621621621621623,32
faiss_bm25_ts_hyde,bm25_ts_hyde,2024年9月27日签署的股权转让协议完成之后，LTIC的股权结构是怎样的？,"What will be the equity structure of LTIC after the share transfer agreement signed on September 27, 2024, is completed?",0.8,0.07272727272727272,0.13333333333333333,55
faiss_bm25_ts_hyde,bm25_ts_hyde,LTIC向Geely UK Limited转让LTIC股权的转让对价是多少？,What is the consideration for the transfer of LTIC shares to Geely UK Limited?,1.0,0.1282051282051282,0.22727272727272727,39
faiss_bm25_ts_hyde,bm25_ts_hyde,Lotus Technology公告的最近一次融资是什么交易？具体的交易情况是什么样？,What was the most recent financing transaction announced by Lotus Technology? What are the specific details of this transaction?,0.5,0.04672897196261682,0.08547008547008547,107
faiss_bm25_ts_hyde,bm25_ts_hyde,介绍一下Kershaw Health Limited,Can you provide an introduction to Kershaw Health Limited?,1.0,0.07575757575757576,0.14084507042253522,66
faiss_bm25_ts_hyde,bm25_ts_hyde,公司对全球豪华电动车市场持什么观点？对行业竞争怎么看？,What is the company's view on the global luxury electric vehicle market? What is the company's perspective on industry competition?,0.8,0.21052631578947367,0.3333333333333333,57
faiss_bm25_ts_hyde,bm25_ts_hyde,三款Eletre有什么区别,What are the differences between the three versions of the Eletre?,1.0,0.14,0.24561403508771928,50
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯是否仍在销售燃油车,Is Lotus still selling gasoline cars?,0.5714285714285714,0.06153846153846154,0.11111111111111112,65
faiss_bm25_ts_hyde,bm25_ts_hyde,简述Lotus Technology的公司架构,Please provide a brief overview of Lotus Technology's company structure.,1.0,0.15,0.2608695652173913,60
faiss_bm25_ts_hyde,bm25_ts_hyde,Lotus Technology是VIE架构吗？,Is Lotus Technology structured as a VIE (Variable Interest Entity)?,1.0,0.234375,0.379746835443038,64
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技在2024年1季度、2季度、3季度的跑车和生活用车交付量分别是多少？,"What are the delivery volumes of sports cars and lifestyle vehicles for Lotus Tech in Q1, Q2, and Q3 of 2024?",1.0,0.2653061224489796,0.41935483870967744,49
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技在2024年1季度、2季度、3季度中国、北美、欧洲、其他市场的交付量分别是多少？,"What are the delivery volumes of Lotus Tech in China, the United States, Europe, and other markets for Q1, Q2, and Q3 of 2024?",1.0,0.3125,0.47619047619047616,48
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技是否拥有路特斯品牌？,Does Lotus Tech own the Lotus brand?,0.8888888888888888,0.11764705882352941,0.20779220779220778,68
faiss_bm25_ts_hyde,bm25_ts_hyde,路特斯科技的盈利水平和现金流情况怎么样？,What is the profit level and cash flow situation of Lotus Tech?,0.9333333333333333,0.109375,0.1958041958041958,128
faiss_bm25_ts_hyde,bm25_ts_hyde,公司如何对待用户的个人数据？,How does the company handle users personal data?,0.9166666666666666,0.25,0.3928571428571429,44
faiss_bm25_ts_hyde,bm25_ts_hyde,Kershaw Health Limited与Lotus Technology达成了什么协议？,What agreement has Kershaw Health Limited reached with Lotus Technology?,1.0,0.0847457627118644,0.15625,59
faiss_bm25_ts_hyde,bm25_ts_hyde,Kershaw Health Limited认购Lotus Technology的债券金额是多少？,What is the amount of bonds subscribed by Kershaw Health Limited for Lotus Technology?,1.0,0.08955223880597014,0.1643835616438356,67
faiss_bm25_ts_hyde,bm25_ts_hyde,Kershaw Health Limited与Lotus Technology的交易进展如何？,What is the current status of the transaction between Kershaw Health Limited and Lotus Technology?,1.0,0.125,0.2222222222222222,40
faiss_bm25_ts_hyde,bm25_ts_hyde,Lotus Technology在9月和10月的交付量分别是多少？,What were the delivery numbers for Lotus Technology in September and October?,0.7,0.15217391304347827,0.25,46
faiss_bm25_ts_hyde,bm25_ts_hyde,介绍一下吉利控股？吉利控股给路特斯科技带来什么助力？,What is Geely Holding? How does Geely Holding support Lotus Technology?,0.84375,0.5625,0.675,48
faiss_expand,faiss_expand,路特斯科技的总部位于哪里？,Where is the headquarters of Lotus Technology located?,1.0,0.1076923076923077,0.19444444444444445,65
faiss_expand,faiss_expand,路特斯科技股票在哪个交易所交易？股票代码是多少？,Where is Lotus Technology's stock traded? What is the stock code for Lotus Technology?,0.7,0.2153846153846154,0.32941176470588235,65
faiss_expand,faiss_expand,路特斯科技的一股美国存托股份【ADS】代表多少股普通股？,How many ordinary shares does one American Depositary Share (ADS) of Lotus Technology represent?,1.0,0.09230769230769231,0.16901408450704225,65
faiss_expand,faiss_expand,路特斯科技的主营业务是什么？,What is the main business of Lotus Technology?,1.0,0.18461538461538463,0.3116883116883117,65
faiss_expand,faiss_expand,路特斯科技与路特斯汽车的关系是什么？,What is the relationship between Lotus Technology and Lotus Cars?,0.8571428571428571,0.09230769230769231,0.16666666666666666,65
faiss_expand,faiss_expand,路特斯科技与吉利汽车的关系是什么？,What is the relationship between Lotus Technology and Geely Auto?,0.875,0.1076923076923077,0.1917808219178082,65
faiss_expand,faiss_expand,路特斯科技的股东结构构成？,What is the shareholder structure of Lotus Technology?,0.8571428571428571,0.09230769230769231,0.16666666666666666,65
faiss_expand,faiss_expand,路特斯科技全球的门店数量是多少？生活用车已经进入多少国家、地区？,What is the total number of Lotus Technology stores globally?,0.8461538461538461,0.08461538461538462,0.15384615384615383,130
faiss_expand,faiss_expand,路特斯科技是否受到欧洲、美国对中国的关税影响？具体适用税率是多少？,Is Lotus Technology affected by tariffs imposed by Europe and the United States on China? What are the specific applicable tax rates?,0.7142857142857143,0.15384615384615385,0.25316455696202533,65
faiss_expand,faiss_expand,路特斯科技在售产品有哪些？价格是多少？,What are the products currently offered by Lotus Technology? What are the prices of these products?,0.6666666666666666,0.09230769230769231,0.16216216216216217,65
faiss_expand,faiss_expand,路特斯科技截止上半年的全球交付数量是多少？,What is the global delivery volume of Lotus Technology as of the first half of the year?,1.0,0.13846153846153847,0.24324324324324326,65
faiss_expand,faiss_expand,路特斯科技的商品销售毛利率是多少？,What is the gross margin of Lotus Technology?,0.8,0.06153846153846154,0.1142857142857143,65
faiss_expand,faiss_expand,路特斯科技最新的销售指引？,What is the latest sales guidance for Lotus Technology?,0.6,0.046153846153846156,0.08571428571428573,65
faiss_expand,faiss_expand,路特斯科技是否盈利？,Is Lotus Technology profitable?,1.0,0.13846153846153847,0.24324324324324326,65
faiss_expand,faiss_expand,路特斯科技的用户画像？,What is the user profile for Lotus Technology?,0.6666666666666666,0.06153846153846154,0.11267605633802817,65
faiss_expand,faiss_expand,路特斯科技产品的交付周期是多少？,What is the delivery cycle for Lotus Technology products?,0.8,0.06153846153846154,0.1142857142857143,65
faiss_expand,faiss_expand,路特斯科技的员工数量？,What is the number of employees at Lotus Technology?,0.8,0.06153846153846154,0.1142857142857143,65
